listing_id,date
203416,2019-04-23
203416,2019-05-02
203416,2019-05-06
203866,2013-05-06
203866,2013-05-09
203866,2013-05-17
203866,2013-05-20
203866,2013-05-22
203866,2013-05-25
203866,2013-05-26
203866,2013-05-28
203866,2013-06-05
203866,2013-06-06
203866,2013-06-17
203866,2013-06-21
203866,2013-06-23
203866,2013-07-05
203866,2013-07-07
203866,2013-07-08
203866,2013-07-19
203866,2013-07-27
203866,2013-08-19
203866,2013-08-21
203866,2013-08-23
203866,2013-09-04
203866,2013-09-05
203866,2013-09-07
203866,2013-09-09
203866,2013-09-17
203866,2013-09-24
203866,2013-09-28
203866,2013-09-29
203866,2013-10-07
203866,2014-05-14
203866,2014-05-24
203866,2014-05-26
203866,2014-05-27
203866,2014-06-02
203866,2014-06-05
203866,2014-06-06
203866,2014-06-09
203866,2014-06-12
203866,2014-06-16
203866,2014-06-23
203866,2014-06-26
203866,2014-06-29
203866,2014-07-01
203866,2014-07-02
203866,2014-07-05
203866,2014-07-09
203866,2014-07-10
203866,2014-07-21
203866,2014-07-25
203866,2014-08-01
203866,2014-08-04
203866,2014-08-05
203866,2014-08-06
203866,2014-08-09
203866,2014-08-11
203866,2014-08-15
203866,2014-08-17
203866,2014-08-19
203866,2014-08-24
203866,2014-08-27
203866,2014-09-02
203866,2014-09-11
203866,2014-09-13
203866,2014-09-25
203866,2014-09-29
203866,2014-10-01
203866,2014-10-03
203866,2014-10-04
203866,2014-10-06
203866,2014-10-08
203866,2014-10-19
203866,2014-10-20
203866,2014-10-25
203866,2014-10-30
203866,2014-11-28
203866,2014-11-30
203866,2014-12-16
203866,2014-12-30
203866,2015-03-19
203866,2015-03-21
203866,2015-04-06
203866,2015-04-08
203866,2015-04-12
203866,2015-04-13
203866,2015-04-30
203866,2015-05-04
203866,2015-05-06
203866,2015-05-13
203866,2015-05-15
203866,2015-05-19
203866,2015-05-22
203866,2015-05-30
203866,2015-05-31
203866,2015-06-01
203866,2015-06-05
203866,2015-06-08
203866,2015-06-11
203866,2015-06-13
203866,2015-06-15
203866,2015-06-17
203866,2015-06-19
203866,2015-06-25
203866,2015-06-27
203866,2015-07-02
203866,2015-07-05
203866,2015-07-07
203866,2015-07-08
203866,2015-07-10
203866,2015-07-12
203866,2015-07-13
203866,2015-07-16
203866,2015-07-18
203866,2015-07-29
203866,2015-07-30
203866,2015-08-01
203866,2015-08-03
203866,2015-08-07
203866,2015-08-07
203866,2015-08-13
203866,2015-08-14
203866,2015-08-15
203866,2015-08-17
203866,2015-08-18
203866,2015-08-20
203866,2015-08-26
203866,2015-08-29
203866,2015-09-01
203866,2015-09-04
203866,2015-09-05
203866,2015-09-06
203866,2015-09-11
203866,2015-09-15
203866,2015-09-17
203866,2015-09-19
203866,2015-09-22
203866,2015-09-23
203866,2015-09-27
203866,2015-09-29
203866,2015-09-30
203866,2015-10-04
203866,2015-10-05
203866,2015-10-09
203866,2015-10-12
203866,2015-10-13
203866,2015-10-18
203866,2015-10-24
203866,2015-11-05
203866,2015-11-17
203866,2015-11-23
203866,2015-11-28
203866,2016-03-19
203866,2016-03-22
203866,2016-03-22
203866,2016-03-26
203866,2016-04-01
203866,2016-04-09
203866,2016-04-11
203866,2016-04-19
203866,2016-04-22
203866,2016-04-25
203866,2016-04-30
203866,2016-05-01
203866,2016-05-21
203866,2016-05-24
203866,2016-05-25
203866,2016-05-29
203866,2016-06-05
203866,2016-06-09
203866,2016-06-13
203866,2016-06-20
203866,2016-06-23
203866,2016-06-24
203866,2016-07-04
203866,2016-07-09
203866,2016-07-11
203866,2016-07-14
203866,2016-07-15
203866,2016-07-17
203866,2016-07-19
203866,2016-07-21
203866,2016-07-22
203866,2016-07-28
203866,2016-07-31
203866,2016-08-01
203866,2016-08-09
203866,2016-08-15
203866,2016-08-16
203866,2016-08-18
203866,2016-08-18
203866,2016-08-22
203866,2016-08-24
203866,2016-08-26
203866,2016-08-28
203866,2016-09-06
203866,2016-09-06
203866,2016-09-08
203866,2016-09-10
203866,2016-09-12
203866,2016-09-14
203866,2016-09-20
203866,2016-09-25
203866,2016-09-26
203866,2016-09-30
203866,2016-10-03
203866,2016-10-10
203866,2016-10-21
203866,2016-11-23
203866,2016-11-26
203866,2016-12-05
203866,2017-01-28
203866,2017-04-01
203866,2017-05-05
203866,2017-05-06
203866,2017-05-07
203866,2017-05-20
203866,2017-05-22
203866,2017-05-24
203866,2017-05-28
203866,2017-05-29
203866,2017-06-01
203866,2017-06-10
203866,2017-06-14
203866,2017-07-20
203866,2017-07-23
203866,2017-07-24
203866,2017-07-27
203866,2017-08-10
203866,2017-08-16
203866,2017-08-27
203866,2017-09-10
203866,2017-09-11
203866,2017-09-12
203866,2017-09-17
203866,2017-09-19
203866,2017-09-21
203866,2017-09-22
203866,2017-09-27
203866,2017-09-29
203866,2017-11-07
203866,2017-11-23
203866,2017-11-26
203866,2017-11-27
203866,2018-01-19
203866,2018-02-13
203866,2018-03-01
203866,2018-03-29
203866,2018-03-31
203866,2018-04-04
203866,2018-04-08
203866,2018-05-15
203866,2018-08-28
203866,2018-09-01
210677,2012-08-19
210677,2013-08-06
210677,2013-09-10
210677,2014-01-26
210677,2014-04-01
210677,2014-07-07
210677,2014-07-15
210677,2014-12-27
210677,2015-03-03
210677,2015-06-15
210677,2015-06-24
210677,2015-07-06
210677,2015-07-13
210677,2015-07-17
210677,2015-07-25
210677,2015-08-29
210677,2015-09-21
210677,2016-03-12
210677,2016-05-10
210677,2016-05-15
210677,2016-06-05
210677,2016-06-13
210677,2016-06-22
210677,2016-06-30
210677,2016-07-10
210677,2016-07-24
210677,2016-08-08
210677,2016-08-24
210677,2016-09-27
210677,2016-10-12
210677,2016-12-18
210677,2017-01-23
210677,2017-05-08
210677,2017-06-25
210677,2017-08-15
210677,2017-08-24
210677,2017-08-31
210677,2017-10-09
210677,2017-11-09
210677,2018-01-08
210677,2018-04-11
210677,2018-06-24
210677,2018-07-08
210677,2018-07-13
210677,2018-07-18
210677,2018-07-29
210677,2018-08-09
210677,2018-08-16
210677,2018-09-05
210677,2018-09-09
210677,2018-12-21
210677,2019-03-21
210677,2019-03-27
210677,2019-03-31
212267,2011-09-13
212267,2011-10-11
212267,2011-10-18
212267,2011-11-27
212267,2012-01-22
212267,2012-02-03
212267,2012-03-12
212267,2012-03-25
212267,2012-04-11
212267,2012-04-13
212267,2012-04-17
212267,2012-04-25
212267,2012-04-30
212267,2012-05-08
212267,2012-05-13
212267,2012-05-23
212267,2012-05-29
212267,2012-06-04
212267,2012-06-08
212267,2012-07-01
212267,2012-07-14
212267,2012-07-17
212267,2012-09-23
212267,2013-04-08
212267,2013-04-22
212267,2013-04-29
212267,2013-05-14
212267,2013-05-20
212267,2013-05-25
212267,2013-05-30
212267,2013-06-03
212267,2013-06-08
212267,2013-06-17
212267,2013-07-03
212267,2013-07-08
212267,2013-07-14
212267,2013-07-16
212267,2013-07-26
212267,2013-07-31
212267,2013-08-06
212267,2013-08-10
212267,2013-08-13
212267,2013-08-16
212267,2013-08-22
212267,2013-08-25
212267,2013-08-28
212267,2013-08-30
212267,2013-09-13
212267,2013-09-19
212267,2013-09-22
212267,2013-09-26
212267,2013-10-01
212267,2013-10-11
212267,2013-10-15
212267,2013-10-30
212267,2013-11-09
212267,2013-12-03
212267,2013-12-24
212267,2013-12-31
212267,2014-01-25
212267,2014-03-30
212267,2014-04-28
212267,2014-05-09
212267,2014-05-24
212267,2014-05-30
212267,2014-06-03
212267,2014-06-06
212267,2014-06-12
212267,2014-06-17
212267,2014-06-27
212267,2014-07-10
212267,2014-07-20
212267,2014-07-29
212267,2014-08-03
212267,2014-08-06
212267,2014-08-26
212267,2014-08-28
212267,2014-08-31
212267,2014-09-07
212267,2014-09-19
212267,2014-09-22
